Username,Date,Time,Tweet
USCTrojansLax,4/27/2023,21:13:33,"One last time to be No. 1️⃣

#FightOn✌️🥍 https://t.co/NVLekMsWF6"
CPHGLAX,4/27/2023,20:37:05,"Game Day! Come out and support us this evening. @LOUIED619 @CoachKryjewski @SUHSD @SUHSDAthletics1 @cphtrojans @SDPreps @KUSISports 

CP vs Otay Ranch
6pm
Swift Stadium (Castle Park High)

📷 by @Nicole2Noel 
👨‍💻 by @SwagLabGD 
 
#Fighton✌️ #DefendtheCastle🏰 https://t.co/q7amlXueZx"
CoachHarveyHyde,4/27/2023,20:36:38,"Tonight at 6:00pm #KSHP #Vegas #CollegeFootballReport #NFLDRAFT
@CAHIRONMAN7
@uscfb @UCLAFootball @pac12 
@unlvfootball @MountainWest 
@SEC @B1Gfootball @Big12Conference 
@American_FB #TheBeach #BigWest #JapanBowl
#FightOn #HuddleUpandBuckleUp https://t.co/PWrxsgXRBe"
Adam_Bradford14,4/27/2023,20:17:55,"Personal Update: Excited to share that I will be joining the @SportingTrib to help expand their USC coverage!

Looking forward to joining the incredible team @ArashMarkazi is putting together and continuing to write about the school I am passionate about

Let's do this! #FightOn"
BVMLoganHanson,4/27/2023,19:36:24,".@bhsorangeball rising senior guard Rian Forestier (@rian_forestier)  committed to @USCWBB this month and is confident she can help the team in its quest for championships @4WARD_RIAN #FightOn

https://t.co/RBtYCVzKuu"
ViterbiSTEM,4/27/2023,19:34:07,"The deadline to register for project payload is in THREE DAYS!! Click the link in our bio to sign up today!
#projectpayload #fighton #uscviterbi #stemeducationforkids #sciencekids https://t.co/7ZW8TA3GvQ"
USCViterbiSTEM,4/27/2023,19:33:34,"The deadline to register for project payload is in THREE DAYS!! Click the link in our bio to sign up today!
#projectpayload #fighton #uscviterbi #stemeducationforkids #sciencekids https://t.co/WmyKH9YyZG"
OGBitchless,4/27/2023,18:56:13,It’s your day Addison #WRU #FightOn ✌🏾 https://t.co/MI3iBFyRXQ
TrojanConquest,4/27/2023,18:48:23,"@Scott_Schrader @On3USC @_PaytonMcMane So - he’s a Soph - ok. 

Remember when @Lane_Kiffin offered a 7th grader?  Sometimes, I really miss Lane. ✌️🔥😂

@MarcKulkin #USC #FightOn"
Zooloo_Trojan,4/27/2023,18:41:30,What’s more important. Stars or offers? 🤔 #FightOn ✌🏾⚔️
Scott_Schrader,4/27/2023,18:39:42,"Bear Alexander Discusses Why He's Headed to #USC

https://t.co/TKPj3ZCA5G via @On3USC #FightOn✌️"
cruzn9206,4/27/2023,18:28:03,Welcome to the #Trojan family BK!! #FightOn ✌️⚾️⚔️ https://t.co/1D9WAeINGI https://t.co/eErfV0XkTO
Truffula_Seed,4/27/2023,18:20:04,"@Hayesfawcett3 Sorry, nope.  That would be USC with Caleb Williams, Miller Moss and Malachi Nelson. #FightOn"
GrindLikeDebra,4/27/2023,18:19:52,"@BarstoolSC I say Malachi has the potential but obviously has some grooming to do. Hopefully he gets enough knowledge from Moss and Williams before he leaves to the NFL. Miller Moss definitely has the potential and arm to take over next season as well. No reason to rush Malachi.

#FightOn✌🏿"
CoachJuke,4/27/2023,18:18:57,"I told y’all we was coming with some 🔥‼️I can’t wait to interview USC commit Arrinten Page @arrintenp22 this Monday‼️ 

Lock in and SUBSCRIBE NOW and catch The Build Your Brand Podcast W/ Coach Juke Monday @ 7:30 p.m. #TWGS #FightOn 

https://t.co/OSQoUTB6FD https://t.co/deOsrwoRpN"
USCBeach,4/27/2023,18:16:10,"📂 #USCBeach RECAP
The defending #Pac12BVB Champion Trojans fell to Cal in the winner's semifinal and will now need to fight through the contender's bracket for another shot at the crown. #FightOn ✌️🏐🏆 #NCAABeachVB 
https://t.co/TFFxdS9NNE"
USCBeach,4/27/2023,18:12:21,📉 The Women of Troy fall to 27-4 on the season and will move into the #Pac12BVB Contender's Bracket to play again this afternoon. Cal improves to 27-8 on the season. #FightOn ✌️🏐🏆 #NCAABeachVB
BGBisonSoftball,4/27/2023,17:43:17,"Let's go!!  Keep the hits coming.
#FightOn @BGBisonAD https://t.co/rPZdkwNQ0o"
niceolecookies,4/27/2023,17:42:39,"EXACTLY! ✌🏽 #FightOn 

https://t.co/owF509hRlQ"
PORSBR,4/27/2023,17:30:31,@uscfb got themselves a grown ass man in @PregnonEmmanuel we will breakdown his film Sunday on the Student Body Right USC Podcast. #USCfootball #USC #USCTrojans #Trojanfamily #FightOn https://t.co/PBJrYNnPNQ
USCBeach,4/27/2023,17:25:11,"📊 FINAL: [3] No. 9 California def. [2] No. 3 USC, 3-2, in the #Pac12BVB Championship Winner's Semifinal at Stanford Beach VB Stadium in Stanford, Calif. #FightOn ✌️🏐 #NCAABeachVB https://t.co/R2e3HFpUV2"
USCBeach,4/27/2023,17:19:24,"📊 #USCBeach SCORE UPDATE
   🏆 #Pac12BVB Championship SF

5️⃣ Brooke BUCHNER/Alex YOUNG-GOMEZ (CAL) def. Olivia BAKOS/Gabby WALKER (USC); 21-19, 14-21, 15-13

USC 2 ⚔️ 3 CAL

#FightOn ✌️🏐🏆 #NCAABeachVB"
USCBeach,4/27/2023,17:17:41,"💥 WHACK 💥

📺 | @Pac12Network
📱 | https://t.co/XvGwSYJDb3

#FightOn ✌️🏐🏆 #Pac12BVB https://t.co/VgfsEBO2Vw"
USCBeach,4/27/2023,17:16:18,"SLAYYYYY GABBY WALKER SLAYYYYY

📺 | @Pac12Network
📱 | https://t.co/XvGwSYJDb3

#FightOn ✌️🏐🏆 #Pac12BVB https://t.co/YVWAwmTS0b"
iammsuzy,4/27/2023,17:13:48,Nothing like two former USC Captains &amp; roommates going at it on the biggest stage! That boy ⁦@CodyKessler6⁩ was really trying me like he didn’t get a front row seat to the SuuDaddy Show for 3 years! 😂✌🏽 #FightOn  https://t.co/9dpC5dvbV7
USCBeach,4/27/2023,17:08:59,"📊 #USCBeach SCORE UPDATE
   🏆 #Pac12BVB Championship SF

3️⃣  Audrey NOURSE/Nicole NOURSE (USC) def. Gia FISHER/Maya GESSNER (CAL); 22-20, 21-19

USC 2 ⚔️ 2 CAL

#FightOn ✌️🏐🏆 #NCAABeachVB"
USCBeach,4/27/2023,17:08:21,"Two twins, two high fives, one kill 😉

📺 | @Pac12Network
📱 | https://t.co/XvGwSYJDb3

#FightOn ✌️🏐🏆 #Pac12BVB https://t.co/AArZrlbBRd"
USCGlobalMed,4/27/2023,17:01:36,"Reminder that the application deadline for Fall 2023 admission to the MS in Global Medicine program is fast approaching! 

Apply today at https://t.co/thVnJC51qT!

#PublicHealth #KeckSchoolOfMedicine #USC #FightOn #GlobalMedicine #GradSchool #PreMed #PreHealth #HigherEd https://t.co/BW0MgetfJu"
Scott_Schrader,4/27/2023,17:01:23,"Is #USC a Contender for Nation's No. 3 Overall 2025 RB Jordon Davison❔🤔

https://t.co/8AZMAMNmtW via @On3USC @_PaytonMcMane #FightOn✌️"
USCBeach,4/27/2023,17:01:01,"A gorgeous shot, capital indeed 😌🧐😊

📺 | @Pac12Network
📱 | https://t.co/XvGwSYJDb3

#FightOn ✌️🏐🏆 #Pac12BVB https://t.co/T74DqyNO1N"
USCBeach,4/27/2023,16:59:03,"🔨🔨🔨 SHEEEEESH MAPLE 😳👀🤯

📺 | @Pac12Network
📱 | https://t.co/XvGwSYJDb3

#FightOn ✌️🏐🏆 #Pac12BVB https://t.co/KXvaJzfEJP"
USCBeach,4/27/2023,16:57:56,"📊 #USCBeach SCORE UPDATE
   🏆 #Pac12BVB Championship SF

1️⃣ Megan KRAFT/Delaynie MAPLE (USC) def. Sierra CAFFO/Liz WATERS-LEIGA (CAL); 22-20, 21-11

USC 1 ⚔️ 2 CAL

#FightOn ✌️🏐🏆 #NCAABeachVB"
ATU_Athletics,4/27/2023,16:45:57,"NEWS | 2023 Bash at the Ballpark taking place this Sunday! #FightOn 

https://t.co/8lMT8kPB9O"
USCBeach,4/27/2023,16:45:26,"they can't get through!!! ⚔️⚔️⚔️

📺 | @Pac12Network
📱 | https://t.co/XvGwSYJDb3

#FightOn ✌️🏐🏆 #Pac12BVB https://t.co/JOaVmONSoS"
YoullLikeThis,4/27/2023,16:43:34,@LJMcCray11 @COACH217ROLAND @CoachNua Stay blessed bruh #FightOn ✌🏾
USCBeach,4/27/2023,16:36:23,"she's unstoppable 😌😮‍💨

📺 | @Pac12Network
📱 | https://t.co/XvGwSYJDb3

#FightOn ✌️🏐🏆 #Pac12BVB https://t.co/SLwtoXVjwr"
USCBAA,4/27/2023,16:30:29,We're outside today! Stop by #USCCBCSA today for a special meet and greet with #USCBAA executive director Jasmine Taylor. Then head over to Graduation SCend Off and celebrate our newest USC graduates. We can't wait to see you! #FightOn #GradSCendoff #USCBlackTrojans https://t.co/DF2GfPs3ki
amhstigers,4/27/2023,16:28:06,"🐯 Tiger Athletics 4/27/23 🐯

@AMHSTennis hosts @FranktonAthleti-430
@AMHSSoftball17 hosts @MG_Athletics1- 530
@AlexTigersBBall hosts Mad-Grant-5pm
@Alexandria_Golf at @ahsindians- at Grandview- 430

@hunt_Rob @thbsports 

#AlexTigers #FightOn"
USCBeach,4/27/2023,16:15:15,"📊 #USCBeach SCORE UPDATE
   🏆 #Pac12BVB Championship SF

4️⃣ Ella DREIBHOLZ/Lexi McKEOWN (CAL) def. Delaney KARL/Ashlyn RASNICK-POPE (USC); 21-19, 21-13

USC 0 ⚔️ 2 CAL

#FightOn ✌️🏐🏆 #NCAABeachVB"
USCBeach,4/27/2023,16:14:08,"📊 #USCBeach SCORE UPDATE
   🏆 #Pac12BVB Championship SF

2️⃣ Ashley DELGADO/Ainsley RADELL (CAL) def. Madison SHIELDS/Madison WHITE (USC); 21-14, 21-13

USC 0 ⚔️ 1 CAL

#FightOn ✌️🏐🏆 #NCAABeachVB"
hondoisd1,4/27/2023,16:13:28,"It’s signing day at Hondo ISD! Leadership team members - COMMITTED!

#getawin
#fighton https://t.co/k8CvMFzecx"
USCBeach,4/27/2023,16:01:55,"Great hustle😮‍💨, Money shot 🤑

📺 | @Pac12Network
📱 | https://t.co/XvGwSYJDb3

#FightOn ✌️🏐🏆 #Pac12BVB https://t.co/vovLupNApH"
OGBitchless,4/27/2023,15:50:23,WRU will strike again #FightOn ✌🏾 https://t.co/x0Tipt3kcf
USCBeach,4/27/2023,15:42:40,"big jump, BIG ROOF ⚔️😤

📺 | @Pac12Network
📱 | https://t.co/XvGwSYJDb3

#FightOn ✌️🏐🏆 #Pac12BVB https://t.co/Hk8Kx88EFE"
USCBeach,4/27/2023,15:33:45,"⚔️ #USCBeach LINE in the SAND
   🏆 #Pac12BVB Championship

[2] USC 🆚 [3] California

LIVE SCORES
📊 | https://t.co/h5lp0Q31WB

#FightOn ✌️🏐🏆 #NCAABeachVB https://t.co/APWkKIgEEV"
Fanteractive,4/27/2023,15:25:16,"Check out @uscfb WR #JordanAddison intriguing prospect who should hear his name called on Day 2 of the Draft. See what FANalyst Marco Gomes had to say about him https://t.co/De3HABRjRZ 

#NFLDraft #NFL #USC #FightOn https://t.co/NR3CxH9XBU"
specialkayyy11,4/27/2023,15:10:58,"After having a great conversation with @DellyWEN , I am very blessed to say that I have recieved an offer from USC!!💛❤️#fighton✌🏽#gotrojans #pac12 #godsplan #allglorytogod https://t.co/hBtIij3h8x"
shontong81,4/27/2023,15:08:10,"Happy #NFLDraft Day!!

let's all hope whoever the 49ers draft will help Talanoa Hufanga and Drake Jackson become Super Bowl LVIII champs!!

#FightOn #FTTB"
DaveEmerickUSC1,4/27/2023,15:05:45,I have had the privilege of attending two NFL Drafts in support of our guys.  It is incredible to see how a life can change in a moment.  Congrats to all of those who will have a NFL home after this weekend...hard work and sacrifice pay off!  #FightOn
SnceUCLABeatUSC,4/27/2023,15:00:02,"It's been 522 days since UCLA football last beat USC

#FightOn ✌️"
WHSWarriorsFB,4/27/2023,14:54:29,"Countdown to Kickoff Photo of the Day
113 Days
#FightOn https://t.co/0k3dXkt67i"
DaveEmerickUSC1,4/27/2023,14:53:04,I have had the privilege of attending two NFL Drafts in support of our guys.  It is incredible to see how a life can change in a moment.  Congrats to all of those who will have a NFL home after this weekend...hard work and sacrifice pays off!  #FightOn
Scott_Schrader,4/27/2023,14:16:22,"Top #USC CB Target MARCELLES WILLIAMS Sets Two Official Visits❕⬆️

🗞️ https://t.co/qM1CGJxW0N via @On3USC #FightOn✌🏼 https://t.co/w1sMPHGZGO"
MarcKulkin,4/27/2023,14:14:48,"Nothing will change with the 2023 NFL Draft!
The #Tradition continues! 
#FightOn✌️ https://t.co/SwORPi7wQ8"
USCBeach,4/27/2023,13:25:47,"🏐 #USCBeach ⚔️ #GAMEDAY
   🏆 #Pac12BVB Championship

WINNER's SEMIFINAL
   [2] USC 🆚 [3] California

⏰ | 8:30a
📍 | Stanford, Calif.
🌡 | 56F ☀️
📕 | https://t.co/3F97Vkh8Ju

📊 | https://t.co/h5lp0Q31WB
📺 | @Pac12Network
📱 | https://t.co/XvGwSYJDb3

#FightOn ✌️🏐🏆 https://t.co/Ocoesr6m2k"
LJMcCray11,4/27/2023,13:16:55,Blessed to receive an offer from the University of Southern California @COACH217ROLAND @CoachNua  #FightOn https://t.co/6tZIpoJzAy
Kendeb355,4/27/2023,11:18:18,"@jonpopmemes ...and for that, I must follow you 🤣 Welcome back Mega Maga #Patriot 🇺🇲 #FightOn"
apmaul,4/27/2023,5:08:17,"Appreciate @Coach_Henson &amp; @uscfb visiting Seattle Prep today to learn more about Panther Pride Football and the awesome young men in our program.
#FightOn 
🔷🔷🔷🔷🔷
#rollPrep"
Raidere217,4/27/2023,4:22:45,I'll be front and center for yall when u come to Illinois @CoachLindsayG #FightOn
esouthersHVE,4/27/2023,4:17:28,"@Schwarzenegger As you said to me today my friend, who knew when we met 40+ years ago, that hate would be the enemy we would be fighting. Thank you for your commitment &amp; courage. I’m with you!#FightOn ✌🏾"
uscpsycho,4/27/2023,4:16:43,"LFR doing more portal magic, picked up another huge offensive lineman and the #2 overall player in the portal.
#USC #FightOn ✌️ 
https://t.co/dUEuz4kghq"
On3USC,4/27/2023,4:07:37,"Elite All-American @boscofootball CB Sets Two Official Visits❕📈

https://t.co/3OlzakfoOM via @Scott_Schrader #FightOn✌️"
Scott_Schrader,4/27/2023,4:06:29,"Elite All-American @boscofootball CB Sets Two Official Visits❕📈

Also Likely Visiting Big-12 School in June ✈️ 

https://t.co/qM1CGJxW0N via @On3USC #FightOn✌️"
hondoisd1,4/27/2023,2:34:54,"Simply the best!  Thank you, central office staff, for ALL that you do!

#getawin
#fighton https://t.co/8esKXomsRm"
Gil_InUrCorner,4/27/2023,2:24:41,"@corey_leath @USC_Nico The overall class which includes high school, junior college &amp; portal players coming in.

Hope that helps.

#FightOn #USC 🏈"
softball_bchs,4/27/2023,2:19:31,Freshman with 2 wins against South Warren tonight! 4-2 and 6-1!!!  Trojanettes put up 19 hits total! Freshman improve to 9-0 on the season!!! #FightOn #FutureIsBright https://t.co/qJw0ZCkijN
CFBLive247_,4/27/2023,2:13:06,"Draft picks in the Lincoln Riley era (OU only)

2018 | 4 
2019 | 8
2020 | 4
2021 | 5
2022 | 7

Offensive players drafted | 17
Defensive players drafted | 11

Total draft picks | 28

#FightOn https://t.co/M5Wb9kzpXk"
ghost_hemp,4/27/2023,1:42:46,"Tune into @FiteTV to watch! July 22 nd mark your calendars! 
#bbj #FightOn #MMA https://t.co/ALQeb39WTX"
BGBisonSoftball,4/27/2023,1:31:36,"Bats on fire 🔥 today. Got the W.

🥎 O’Malley led the way with 2 HRs, 5 runs, 5 RBIs
🥎 Wagner 2-for-3, 4 RBIs
🥎 Hull, 2-for-4, 2 RBIs
🥎 Kosnoff earns the W on 5 IP, 
2 hits and 9 Ks

Back at it tomorrow vs Conant at Conant at 4:45.
#FightOn ⁦@BGBisonAD⁩ https://t.co/0hFwaUr1Xr"
jethomme44,4/27/2023,1:25:43,Looking forward to 2023-24.  A solid group of talented men going deep in post season in Cardinal and Gold.  #FightOn! https://t.co/xQXnU6L1mX https://t.co/rQb7kwhdJY
uscfb,4/27/2023,1:07:54,"Welcome @PregnonEmmanuel 💪

Signed 🖋️

#FightOn ✌️ https://t.co/c111yF8qqB"
houseof_victory,4/27/2023,0:26:33,"A Delaware native, Marshawn Lloyd is bringing his talents cross-country to the Coliseum backfield this fall.

𝐇𝐨𝐮𝐬𝐞 𝐨𝐟 𝐕𝐢𝐜𝐭𝐨𝐫𝐲 welcomes @m_lloyd_2. #FightOn✌️ https://t.co/QxRGsWzbOb"
TrojansZone,4/27/2023,0:21:59,"#USC DL Earl Barquet Jr. has entered the transfer portal. 

#FightOn✌️⚔️ https://t.co/QrDBqSPm0D"
Gil_InUrCorner,4/27/2023,0:21:15,"@JeanieBussIsAss Current incoming class.

#FightOn #USC 🏈"
TrojanConquest,4/26/2023,23:59:15,"@FightOnRusty Their fan base seems to think the entire #Alabama roster is transferring into #Buffs program. 

Good for them. 

@MarcKulkin @Scott_Schrader #usc #fighton"
SCWestPrincipal,4/26/2023,23:54:09,And that's a winner! JV @SCW_Baseball tops Warrenton for the sweep winning 12-2. #ItsAGreatDayToBeAWarrior #FightOn
Ryanexpress77,4/26/2023,23:42:26,@Clint_Archives @MeraTimeAayega @CLINTMALPASO_ @GRCinemaTicket @morgan_freeman @moviesnowtv @EllenDeGeneres @Love_the_80s_UK @framefound @FilmsQuirky @TheSlyStallone @ClintEastwoo_ #FightOn Andrew. Don't let the fraudsters get you down.
hondoisd1,4/26/2023,23:38:41,"Bi-District Baseball Playoff Game Info

Best of 3 series

Game 1
Friday, May 5 @ Karnes City
6 p.m.

Game 2
Saturday, May 6 @ Hondo, 1 p.m. 

Game 3
30 minutes after game 2, if necessary 

#getawin
#fighton https://t.co/149Rh32OPV"
USCSportsTalk,4/26/2023,23:31:31,"@trent_perry0 is so smooth. He looked dialed-in at @NikeEYB 

 #USC_hoops fans follow @trent_perry0✌️🏽🔴🟡
#FightOn https://t.co/mB8BTtRrcq"
two_irish,4/26/2023,23:15:07,Not that we care a ton what ESPN thinks but here is their Top Ten. Do you agree or disagree with the Rankings? #GoIrish #GoBlue #GeauxTigers #FightOn #GoBucks #HookEm #WeAre #GoDawgs #AllIn #RollTide https://t.co/6GyPknNe6n
Ryanexpress77,4/26/2023,23:07:54,@Clint_Archives @MeraTimeAayega @CLINTMALPASO_ @GRCinemaTicket @morgan_freeman @moviesnowtv @EllenDeGeneres @Love_the_80s_UK @framefound @FilmsQuirky @TheSlyStallone #FightOn Andrew. Gotta keep Clint's feed out there for the fans.
jimcarreybjokes,4/26/2023,23:02:44,"@tnlDJ_ @FightOnRusty @CoachGrinch @LincolnRiley @CoachBOdom @WestonZernechel @BrianDohn247 @SWiltfong247 @RivalsFriedman @DemetricDWarren @BobbyDeren Come on!!!  LFG!!

#FightOn"
USCMensGolf,4/26/2023,22:56:53,We had a special Saturday last weekend with Vets Whole In One at @Heroes_Golf. Can’t wait to do it again and support local veterans in the community. #FightOn ❤️💛✌️ https://t.co/Wte8mfaD3N
bain_higgins,4/26/2023,22:46:47,"BREAKING: According to my sources, Bronny James is currently on a tour of USC. #FightOn"
Garrett720,4/26/2023,22:44:48,I don’t make the rules #FightOn✌️ https://t.co/g4VUTT4UG2 https://t.co/w7zLb5eIMx
ATU_Athletics,4/26/2023,22:28:42,"SCHEDULE CHANGE: Baseball series vs. Harding splits to Friday/Sunday; Bash at the Ballpark moved to Sunday 1-3 p.m. #FightOn 

https://t.co/ia2dGqcW6V"
Zooloo_Trojan,4/26/2023,22:27:18,USC has two scholarships still open. Who do we target in the portal on Saturday? 🤔 #FightOn
FightOnRusty,4/26/2023,22:22:13,"GIVE 5️⃣ BACK WHAT'S RIGHTFULLY HIS

#FightOn ✌🏻 https://t.co/QzKwUolNLi"
On3USC,4/26/2023,22:12:16,"Could #USC Become an Option for Tennessee DL Transfer Amari McNeill?

https://t.co/GNhFFp89du via @On3USC #FightOn✌️"
rick_salzar,4/26/2023,21:53:03,"@247Sports @Bucknuts247 @Dawgs247 @OKState247 @Auburn247 @Horns247 @FightOn247 @Swamp_247 @DeionSanders @CUBuffs247 @Geaux247 Archie Griffin was a great player but #anthonydavisUSC should have won the Heisman in ‘74.  AD was most electric player I have ever seen #FightOn   The #NotreDame destroyer should be on your list, #Ara, RIP, would fully agree"
Gil_InUrCorner,4/26/2023,21:41:30,"I believe when all the smoke clears out USC will have a ""Top 5"" or better incoming class.

Does this matter?

To some absolutely.

To others, not so much.

To me, I am elated because these things like this don't happen by accident. Great job to all involved.this

#FightOn #USC https://t.co/5aCxMed0eL"
RyanWrightRNG,4/26/2023,21:38:59,"Arkansas 2026 14-offer QB Kane Archer @KaneArcher9 set to throw for multiple Power Five schools. 

https://t.co/1g7YXYvzAe #WPS #FightOn #GigEm https://t.co/ss9MdBGjHD"
15MinutesOnFig,4/26/2023,21:26:10,Huge recruiting win for Riley and #USC who pick up the best remaining O-Lineman in the transfer portal. Let’s gooo #FightOn https://t.co/KW2X0Mgqpr
Cowboy4life22,4/26/2023,21:16:57,Welcome to LA!!!! GOOOOOO USC TROJANS!!! #FightOn ✌️🏈 https://t.co/CeI6LmpXfu
ReignofTroy,4/26/2023,21:15:56,"Keep adding defensive help through the transfer portal. #FightOn 

https://t.co/J5C6qqRbQe"
USCWaterPolo,4/26/2023,21:12:24,"💫The best in the biz!💫
Congrats to Pinta for a 𝙏𝙃𝙄𝙍𝘿 straight MPSF Coach of the Year selection!
#FightOn ✌️ https://t.co/7Xfqfdr9fS"
USCWaterPolo,4/26/2023,21:11:51,"👏A round of applause, please, for our 7️⃣ MPSF award winners!👏
Not to mention 𝐓𝐎𝐏 𝐇𝐎𝐍𝐎𝐑𝐒 to Bayley and Pinta!
#FightOn ✌️ https://t.co/edxy4db9xl"
Scott_Schrader,4/26/2023,20:52:01,"#USC a Playoff Team in 2023❔🤔 

@Scott_Schrader #FightOn✌🏼"
BScoop3,4/26/2023,20:42:01,"Happy Birthday to the late OL Chris Brown #77!!
Fight on forever!! #FightOn #RIP 
🎥: @CamSc35 https://t.co/rVQndRCNRe"
ATU_Athletics,4/26/2023,20:40:35,"SCHEDULE &amp; VENUE CHANGE: Softball to play No. 19 Oklahoma Baptist at Oklahoma Christian

https://t.co/oizenDSnZV

#FightOn https://t.co/sEa4qMfFeV"
TFrk99,4/26/2023,20:35:02,@USC_Athletics @USCWaterPolo Sooooo awesome! #FightOn!!✌🏽
On3USC,4/26/2023,20:29:07,"UPDATED: Elite Talent Officially Visiting #USC Throughout June❕✌️🔖

14 Visits Have Been Confirmed ✈️

https://t.co/o2FS0b7gxE via @Scott_Schrader #FightOn"
Scott_Schrader,4/26/2023,20:27:23,"UPDATED: Elite Talent Officially Visiting #USC Throughout June❕✌️🔖

https://t.co/tAVUyFrsdg via @On3USC #FightOn"
Dallasfanindc1,4/26/2023,20:12:47,Big Game Boomer names Notre Dame nicest college campus https://t.co/958utN3ksL via @irishwirend #OhioState #Buckeyes #GoBlue #Michigan #USC #FightOn #GoDawgs #Clemson #Alabama #RollTide #collegefootball
Chris_Cole3,4/26/2023,20:04:56,Blessed to receive an Offer from USC !! Thank you for the opportunity. #FightOn @uscfb @CoachBOdom @CoachGrinch @LincolnRiley @CoachHolter0623 @adamgorney @RivalsFriedman @SWiltfong247 @MohrRecruiting @BrianDohn247 @CraigHaubert @TomLuginbill https://t.co/RPm7mvGp6M
USC_Baseball,4/26/2023,20:03:28,"Less than a week until we take over the Big A! See you there OC Trojans! ✌️

Get your tickets here: https://t.co/3VQsgIevRc

#FightOn https://t.co/81PfrwIic2"
DanCanova,4/26/2023,20:02:17,"USC great Reggie Bush could’ve made anywhere between $4 to $6 million annually off his NIL.

“Brands like Gatorade and Powerade, the big boys, Nike or Adidas, I’m sure would have thrown some money at him.”

FULL STORY at @TheNILDeal: https://t.co/qyS4uHrRqE

#FightOn ✌️ #NIL https://t.co/3hNcYWzcxf"
USCBeach,4/26/2023,19:58:24,"📂 #USCBeach RECAP
@DainBlanton recorded his 100th-career victory on USC's 3-0 win over Arizona in the #Pac12BVB First Round on Wednesday morning. #FightOn ✌️🏐
https://t.co/oiXeO65CUQ"
CoachErn59,4/26/2023,19:56:07,"Thank you @CoachGrinch and @uscfb for stopping by to chop it up appreciate y’all see you soon #FightOn 
#RecruitSnyder
#WhyNotSnyder https://t.co/Uj5XyRfFhG"
Chris_Cole3,4/26/2023,19:52:58,Blessed to receive an Offer from USC !! Thank you for the opportunity. #FightOn @uscfb @CoachBOdom @CoachGrinch @LincolnRiley @CoachHolter0623 @adamgorney @RivalsFriedman @SWiltfong247 @MohrRecruiting @BrianDohn247 @CraigHaubert @TomLuginbill https://t.co/6SVE2dVhtW
USCTrojansLax,4/26/2023,19:52:34,"Check out what we have done this season and let us know how successful you think that play is 😏

#FightOn✌️🥍 https://t.co/mSxExTx06C"
Scott_Schrader,4/26/2023,19:48:12,"Will #USC be Among Aydin Breland's Soon to be Released Top 10 Schools❔🤔

https://t.co/uIYR4Pmh3K via @On3USC #FightOn"
GrindLikeDebra,4/26/2023,19:46:31,"@bruce_bible @XavierJordan011 @Scott_Schrader @XavierJordan011 is definitely next up out the West to help lead that WR room at @uscfb ‼️

Jordan to SC is a must! #FightOn ✌🏿📍
@CoachSimmonsSC @CoachLukeHuard https://t.co/ohF1MgPylY"
Zooloo_Trojan,4/26/2023,19:34:56,There are no holes on this team #FightOn ✌🏾
USCBeach,4/26/2023,19:30:07,"💯💯💯💯💯

With today’s win over Arizona, Head Coach Dain Blanton notched his 100th career win. Congratulations, Coach!! Thank you and Fight On ✌️❤️💛

#FightOn✌️🏐 // #USCBeach https://t.co/NRo7T6gHVl"
James_Escarcega,4/26/2023,19:25:39,It’s even more impressive when you see it in person… #FightOn https://t.co/DmjTXkhJF4
USCTrojansLax,4/26/2023,19:20:37,"Next Stop Pac-12 Champions 📑

#FightOn✌️🥍
https://t.co/vC9AZwR0dE"
KSUMSports,4/26/2023,19:05:18,Way to go Connor on winning this national award! #FightOn https://t.co/rxqFHGT847
USCBeach,4/26/2023,18:52:46,📈 The Women of Troy improve to 27-3 overall and to 23-5 in #Pac12BVB Tournament duals. Arizona falls to 19-11 on the season and moves to the Contender's Bracket. #FightOn ✌️🏐 #NCAABeachVB
USCBeach,4/26/2023,18:51:31,"📊 FINAL: [2] No. 3 USC def. [7] No. 20 Arizona, 3-0, in the Winner's Bracket Quarterfinal of the #Pac12BVB Championship at Stanford Beach VB Stadium in Stanford, Calif. #FightOn ✌️🏐 #NCAABeachVB https://t.co/hzxryfZzSR"
USCBeach,4/26/2023,18:50:02,"📊 #USCBeach SCORE UPDATE
   🏆 #Pac12BVB Championship QF

1️⃣ Megan KRAFT/Delaynie MAPLE (USC) def. Sarah BLACKER/Alex PARKHURST (ARIZ); 21-19, 21-15

USC 3 ⚔️ 0 ARIZ

#FightOn ✌️🏐🏆 #NCAABeachVB"
USCHeartFailure,4/26/2023,18:48:26,"From our scheduling assistants, to our medical record retrievers, to our administrative assistants; we celebrate and appreciate all the amazing work you do behind the scenes to keep things running smoothly. #FightOn https://t.co/jdU2OHJC74"
USCBeach,4/26/2023,18:45:36,"Yeeeesh, Meg 👀🤯

📺 | @Pac12Network
📱 | https://t.co/oaJA1rVsBG

#FightOn ✌️🏐 #Pac12BVB https://t.co/Rb6JzNsXVB"
coachscholten,4/26/2023,18:45:28,@AugieFB @RZatechka Come get a preview of the 2023 Vikings and bring a canned good to support @FeedingSD. #FightOn https://t.co/gQ6oSjn6Pe
USC_Baseball,4/26/2023,18:41:46,"Ever wonder what the team talks about in the huddle after a game? Well part of that has been celebrating each other’s success with the postgame helmet presentation. 👷‍♂️⚾️✌️

#FightOn // #GrabTheHelmet https://t.co/zoBEh4ZjH8"
